Driver,Team,Compound,TrackStatus,LapNumber,LapNumber_filled,LapNumberSquared,RaceProgress,Stint,Stint_filled,PreviousLapTimeSeconds,PreviousLapTimeDelta,PreviousLapTimeRollingMean3,PreviousLapTimeRollingStd3,IsSoft,IsMedium,IsHard,Target_NextLapTimeSeconds
BOT,Kick Sauber,HARD,1,8.0,8.0,64.0,0.1509433962264151,1.0,1.0,86.359,-0.14000000000000057,87.03333333333335,1.0490740361544746,0,0,1,86.188
BOT,Kick Sauber,HARD,1,9.0,9.0,81.0,0.16981132075471697,1.0,1.0,86.206,-0.1529999999999916,86.35466666666666,0.1465480581019608,0,0,1,86.118
BOT,Kick Sauber,HARD,1,10.0,10.0,100.0,0.18867924528301888,1.0,1.0,86.188,-0.018000000000000682,86.25100000000002,0.0939627585808621,0,0,1,86.47
BOT,Kick Sauber,HARD,1,11.0,11.0,121.0,0.20754716981132076,1.0,1.0,86.118,-0.07000000000000739,86.17066666666666,0.04649014232566065,0,0,1,86.207
BOT,Kick Sauber,HARD,1,12.0,12.0,144.0,0.22641509433962265,1.0,1.0,86.47,0.35200000000000387,86.25866666666666,0.1863366129708868,0,0,1,86.349
BOT,Kick Sauber,HARD,1,13.0,13.0,169.0,0.24528301886792453,1.0,1.0,86.207,-0.26300000000000523,86.26499999999999,0.18302732036537464,0,0,1,86.481
BOT,Kick Sauber,HARD,1,14.0,14.0,196.0,0.2641509433962264,1.0,1.0,86.349,0.14200000000001012,86.342,0.13163965967796928,0,0,1,86.79
BOT,Kick Sauber,HARD,1,15.0,15.0,225.0,0.2830188679245283,1.0,1.0,86.481,0.1319999999999908,86.34566666666666,0.13703041025066282,0,0,1,86.569
BOT,Kick Sauber,HARD,1,16.0,16.0,256.0,0.3018867924528302,1.0,1.0,86.79,0.3090000000000117,86.54,0.2263426605837838,0,0,1,86.396
BOT,Kick Sauber,HARD,1,17.0,17.0,289.0,0.32075471698113206,1.0,1.0,86.569,-0.22100000000000364,86.61333333333334,0.15919903684848472,0,0,1,86.359
BOT,Kick Sauber,HARD,1,18.0,18.0,324.0,0.33962264150943394,1.0,1.0,86.396,-0.17300000000000182,86.585,0.19748670841388025,0,0,1,86.456
BOT,Kick Sauber,HARD,1,19.0,19.0,361.0,0.3584905660377358,1.0,1.0,86.359,-0.03700000000000614,86.44133333333333,0.11209965804350351,0,0,1,86.803
BOT,Kick Sauber,HARD,1,20.0,20.0,400.0,0.37735849056603776,1.0,1.0,86.456,0.09700000000000841,86.40366666666667,0.048952357792723986,0,0,1,87.23
BOT,Kick Sauber,HARD,1,21.0,21.0,441.0,0.39622641509433965,1.0,1.0,86.803,0.3469999999999942,86.53933333333333,0.23343592982546202,0,0,1,87.404
BOT,Kick Sauber,HARD,1,22.0,22.0,484.0,0.41509433962264153,1.0,1.0,87.23,0.4270000000000067,86.82966666666668,0.38768844880071596,0,0,1,86.943
BOT,Kick Sauber,HARD,1,23.0,23.0,529.0,0.4339622641509434,1.0,1.0,87.404,0.17399999999999238,87.14566666666667,0.3092480126589922,0,0,1,86.542
BOT,Kick Sauber,HARD,1,24.0,24.0,576.0,0.4528301886792453,1.0,1.0,86.943,-0.4609999999999985,87.19233333333334,0.23279676401002822,0,0,1,86.863
BOT,Kick Sauber,HARD,1,25.0,25.0,625.0,0.4716981132075472,1.0,1.0,86.542,-0.40099999999999625,86.96300000000001,0.43134788744141844,0,0,1,86.885
BOT,Kick Sauber,HARD,1,26.0,26.0,676.0,0.49056603773584906,1.0,1.0,86.863,0.32099999999999795,86.78266666666666,0.21222707964226145,0,0,1,86.309
BOT,Kick Sauber,HARD,1,27.0,27.0,729.0,0.5094339622641509,1.0,1.0,86.885,0.02200000000000557,86.76333333333334,0.19199565967354582,0,0,1,85.804
BOT,Kick Sauber,HARD,1,28.0,28.0,784.0,0.5283018867924528,1.0,1.0,86.309,-0.5760000000000076,86.68566666666668,0.3263883167845785,0,0,1,86.827
BOT,Kick Sauber,HARD,1,29.0,29.0,841.0,0.5471698113207547,1.0,1.0,85.804,-0.5049999999999955,86.33266666666667,0.5408884666300566,0,0,1,86.022
BOT,Kick Sauber,HARD,1,30.0,30.0,900.0,0.5660377358490566,1.0,1.0,86.827,1.0229999999999961,86.31333333333333,0.5115137665140664,0,0,1,86.004
